,Program Name,Program Type,Avg Days Between Inspections
0,DISCOVERY TOTS DAYHOME LTD,FAMILY DAY HOME,61.5
1,R&S QUALITY DAYHOME AGENCY,FAMILY DAY HOME,4.7272727272727275
2,THE MANGROVE TREE DAYHOME AGENCY,FAMILY DAY HOME,7.2727272727272725
3,VIP KIDS CORP,FAMILY DAY HOME,7.384615384615385
4,DAVAR CHILD CARE SOCIETY,FAMILY DAY HOME,92.72222222222223
5,BRIGHTPATH RUNDLE,FAMILY DAY HOME,1.846674182638106
6,SONSHINE CHILDREN'S CENTRE,FAMILY DAY HOME,1.3832020997375327
7,SONSHINE CHILDREN'S CENTRE,FAMILY DAY HOME,1.3832020997375327
8,BRIGHTPATH RUNDLE,FAMILY DAY HOME,1.846674182638106
9,SONSHINE CHILDREN'S CENTRE,FAMILY DAY HOME,1.3832020997375327
10,THE MANGROVE TREE PRESCHOOL,FACILITY-BASED PROGRAM,74.04761904761905
11,THE MANGROVE TREE PRESCHOOL,FACILITY-BASED PROGRAM,74.04761904761905
12,THE MANGROVE TREE PRESCHOOL,FACILITY-BASED PROGRAM,74.04761904761905
13,THE MANGROVE TREE PRESCHOOL,FACILITY-BASED PROGRAM,74.04761904761905
14,THE HEARTLAND AGENCY,FACILITY-BASED PROGRAM,37.08888888888889
15,THE HEARTLAND AGENCY,FACILITY-BASED PROGRAM,37.08888888888889
16,DISCOVERY KIDS OUT OF SCHOOL CARE LTD.,FACILITY-BASED PROGRAM,98.0
17,DISCOVERY KIDS OUT OF SCHOOL CARE LTD.,FACILITY-BASED PROGRAM,98.0
18,DISCOVERY KIDS OUT OF SCHOOL CARE LTD.,FACILITY-BASED PROGRAM,98.0
19,LITTLE ROOTS LEARNING CENTRE,FACILITY-BASED PROGRAM,69.04761904761905
20,LITTLE ROOTS LEARNING CENTRE,FACILITY-BASED PROGRAM,69.04761904761905
21,SUMMIT KIDS - OLA,FACILITY-BASED PROGRAM,
22,CALGARY IMMIGRANT WOMEN'S ASSOCIATION LINC CHILDMINDING PROGRAM,INNOVATIVE CHILD CARE PROGRAM,135.44
23,CALGARY IMMIGRANT WOMEN'S ASSOCIATION LINC CHILDMINDING PROGRAM,INNOVATIVE CHILD CARE PROGRAM,135.44
24,AKIVA  ACADEMY,FACILITY-BASED PROGRAM,71.84444444444445
25,AKIVA  ACADEMY,FACILITY-BASED PROGRAM,71.84444444444445
26,AKIVA  ACADEMY,FACILITY-BASED PROGRAM,71.84444444444445
27,SUMMIT KIDS - DOYLE,FACILITY-BASED PROGRAM,95.27777777777777
28,SUMMIT KIDS - DOYLE,FACILITY-BASED PROGRAM,95.27777777777777
29,SUMMIT KIDS - DOYLE,FACILITY-BASED PROGRAM,95.27777777777777
30,SUMMIT KIDS - DOYLE,FACILITY-BASED PROGRAM,95.27777777777777
31,SUMMIT KIDS - DOYLE,FACILITY-BASED PROGRAM,95.27777777777777
32,SUMMIT KIDS - ST CECILIA,FACILITY-BASED PROGRAM,113.92592592592592
33,AFFECTIO FAMILY DAY HOMES AGENCY,FAMILY DAY HOME,61.0
34,ART AND SOUL MONTESSORI CHILDCARE INC.,FAMILY DAY HOME,
35,DAVAR CHILD CARE SOCIETY,FAMILY DAY HOME,92.72222222222223
36,DISCOVERY TOTS DAYHOME LTD,FAMILY DAY HOME,61.5
37,LITTLE STEPS ACADEMY INC.,FAMILY DAY HOME,1.3333333333333333
38,LIVING WATER EDUCATION LTD.,FAMILY DAY HOME,
39,CHILDREN'S CHOICE COMMUNITY CHILD CARE SERVICES,DAY CARE PROGRAM,48.37735849056604
40,CREATIVE KIDS ACADEMY,DAY CARE PROGRAM,79.34482758620689
41,ROSEMONT CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,67.86
42,THE IMMIGRANT EDUCATION SOCIETY NE,OUT OF SCHOOL CARE PROGRAM,287.0
43,THE IMMIGRANT EDUCATION SOCIETY SE,PRE-SCHOOL PROGRAM,336.3333333333333
44,1ST CLASS AFTER CLASS - CLUBHOUSE,OUT OF SCHOOL CARE PROGRAM,85.11111111111111
45,1ST CLASS AFTER CLASS - DIVINE MERCY,OUT OF SCHOOL CARE PROGRAM,68.72413793103448
46,1ST CLASS AFTER CLASS - FISH CREEK,OUT OF SCHOOL CARE PROGRAM,83.75
47,1ST CLASS AFTER CLASS - NEW BRIGHTON,OUT OF SCHOOL CARE PROGRAM,166.5
48,1ST CLASS AFTER CLASS - SIBYLLA KIDDLE,OUT OF SCHOOL CARE PROGRAM,144.125
49,1ST CLASS AFTER CLASS - SILVERADO,OUT OF SCHOOL CARE PROGRAM,126.53846153846153
50,1ST CLASS AFTER CLASS - ST. ALBERT,OUT OF SCHOOL CARE PROGRAM,145.0
51,1ST CLASS AFTER CLASS - ST. ISABELLA,OUT OF SCHOOL CARE PROGRAM,136.1818181818182
52,1ST CLASS AFTER CLASS - ST. MARGUERITE,OUT OF SCHOOL CARE PROGRAM,166.85714285714286
53,1ST CLASS AFTER CLASS - ST. MARGUERITE,OUT OF SCHOOL CARE PROGRAM,166.85714285714286
54,1ST CLASS AFTER CLASS - ST. WILLIAM,OUT OF SCHOOL CARE PROGRAM,126.14285714285714
55,1ST CLASS AFTER CLASS CLUBHOUSE,OUT OF SCHOOL CARE PROGRAM,90.73684210526316
56,1ST CLASS AFTER CLASS-NEW BRIGHTON,OUT OF SCHOOL CARE PROGRAM,84.84615384615384
57,1ST CLASS CHILDCARE - 130TH,OUT OF SCHOOL CARE PROGRAM,39.758620689655174
58,1ST CLASS CHILDCARE - 130TH,OUT OF SCHOOL CARE PROGRAM,39.758620689655174
59,1ST CLASS CHILDCARE - 130TH,OUT OF SCHOOL CARE PROGRAM,39.758620689655174
60,1ST CLASS CHILDCARE - 130TH,OUT OF SCHOOL CARE PROGRAM,39.758620689655174
61,1ST CLASS CHILDCARE - 130TH,OUT OF SCHOOL CARE PROGRAM,39.758620689655174
62,1ST CLASS PRESCHOOL - NEW BRIGHTON,OUT OF SCHOOL CARE PROGRAM,89.58333333333333
63,2000 DAYS PRE-KINDERGARTEN,DAY CARE PROGRAM,62.945454545454545
64,3 AND UP KIDS CLUB,OUT OF SCHOOL CARE PROGRAM,26.25
65,3 AND UP KIDS CLUB,OUT OF SCHOOL CARE PROGRAM,26.25
66,3 AND UP KIDS CLUB,OUT OF SCHOOL CARE PROGRAM,26.25
67,3 AND UP KIDS CLUB,OUT OF SCHOOL CARE PROGRAM,26.25
68,A CHILD FIRST PRESCHOOL INC.,PRE-SCHOOL PROGRAM,40.52325581395349
69,A CHILD FIRST PRESCHOOL INC.,PRE-SCHOOL PROGRAM,40.52325581395349
70,A CHILD FIRST PRESCHOOL INC.,PRE-SCHOOL PROGRAM,40.52325581395349
71,A CHILD FIRST PRESCHOOL INC. - EVERGREEN,OUT OF SCHOOL CARE PROGRAM,133.58333333333334
72,A CHILD FIRST PRESCHOOL INC. - ST. GIANNA,OUT OF SCHOOL CARE PROGRAM,195.2
73,A CHILD FIRST PRESCHOOL INC. - ST. SEBASTIAN,OUT OF SCHOOL CARE PROGRAM,74.1590909090909
74,A CHILD FIRST PRESCHOOL INC. - ST. SEBASTIAN,OUT OF SCHOOL CARE PROGRAM,74.1590909090909
75,A CHILD FIRST PRESCHOOL INC. - ST. SEBASTIAN,OUT OF SCHOOL CARE PROGRAM,74.1590909090909
76,A CHILD FIRST PRESCHOOL INC. -ST. GIANNA,OUT OF SCHOOL CARE PROGRAM,105.5
77,A CHILD'S GARDEN PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,117.13333333333334
78,A CHILD'S GARDEN PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,117.13333333333334
79,A CHILD'S GARDEN PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,117.13333333333334
80,A CHILD'S VIEW LEARNING CENTRE LTD.,DAY CARE PROGRAM,46.885714285714286
81,A CHILD'S VIEW LEARNING CENTRE LTD.,DAY CARE PROGRAM,46.885714285714286
82,A CHILD'S VIEW LEARNING CENTRE LTD.,DAY CARE PROGRAM,46.885714285714286
83,A2Z KIDZ ED.,DAY CARE PROGRAM,29.04237288135593
84,A2Z KIDZ ED.,DAY CARE PROGRAM,29.04237288135593
85,A2Z KIDZ ED. (2),OUT OF SCHOOL CARE PROGRAM,47.55072463768116
86,A2Z KIDZ ED. (2),OUT OF SCHOOL CARE PROGRAM,47.55072463768116
87,ABC PROGRAM,OUT OF SCHOOL CARE PROGRAM,40.71764705882353
88,ABC PROGRAM,OUT OF SCHOOL CARE PROGRAM,40.71764705882353
89,ACTIVE EXPLORERS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,96.18518518518519
90,ACTIVE EXPLORERS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,96.18518518518519
91,ACTIVE EXPLORERS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,96.18518518518519
92,ACTIVE EXPLORERS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,96.18518518518519
93,ACTIVE START COUNTRY HILLS,DAY CARE PROGRAM,10.458563535911603
94,ACTIVE START COUNTRY HILLS,DAY CARE PROGRAM,10.458563535911603
95,ACTIVE START COUNTRY HILLS,DAY CARE PROGRAM,10.458563535911603
96,ACTIVE START COUNTRY HILLS,DAY CARE PROGRAM,10.458563535911603
97,ACTIVE START COUNTRY HILLS,FAMILY DAY HOME,10.458563535911603
98,ACTIVE START COUNTRY HILLS,FAMILY DAY HOME,10.458563535911603
99,ACTIVE START COUNTRY HILLS,FAMILY DAY HOME,10.458563535911603
100,ACTIVE START COUNTRY HILLS,FAMILY DAY HOME,10.458563535911603
101,ACTIVE START COUNTRY HILLS,FAMILY DAY HOME,10.458563535911603
102,ACTIVE START COUNTRY HILLS,FAMILY DAY HOME,10.458563535911603
103,ACTIVE START COUNTRY HILLS,FAMILY DAY HOME,10.458563535911603
104,ADVENTURERS SCHOOL AGE CARE LTD. MSGR N. ANDERSON,OUT OF SCHOOL CARE PROGRAM,131.36
105,ADVENTURERS SCHOOL AGE CARE LTD.: ROSEDALE,OUT OF SCHOOL CARE PROGRAM,93.5
106,ADVENTURERS SCHOOL AGE CARE LTD: CAPITOL HILL,OUT OF SCHOOL CARE PROGRAM,98.97142857142858
107,ADVENTURERS SCHOOL AGE CARE LTD: CAPITOL HILL,OUT OF SCHOOL CARE PROGRAM,98.97142857142858
108,ADVENTURERS SCHOOL AGE CARE LTD: CHINOOK PARK,OUT OF SCHOOL CARE PROGRAM,138.04166666666666
109,ADVENTURERS SCHOOL AGE CARE LTD: COLLINGWOOD,OUT OF SCHOOL CARE PROGRAM,146.46153846153845
110,ADVENTURERS SCHOOL AGE CARE LTD: MOTHER MARY GREENE,OUT OF SCHOOL CARE PROGRAM,79.90697674418605
111,ADVENTURERS SCHOOL AGE CARE LTD: MOTHER MARY GREENE,OUT OF SCHOOL CARE PROGRAM,79.90697674418605
112,ADVENTURERS SCHOOL AGE CARE LTD: QUEEN ELIZABETH,OUT OF SCHOOL CARE PROGRAM,144.75
113,ADVENTURERS SCHOOL AGE CARE LTD: ST. BRIGID,OUT OF SCHOOL CARE PROGRAM,140.58333333333334
114,ADVENTURERS SCHOOL AGE CARE LTD: TRIWOOD COMMUNITY,OUT OF SCHOOL CARE PROGRAM,59.05263157894737
115,ADVENTURERS SCHOOL AGE CARE LTD: TRIWOOD COMMUNITY,OUT OF SCHOOL CARE PROGRAM,59.05263157894737
116,ADVENTURERS SCHOOL AGE CARE LTD: TRIWOOD COMMUNITY,OUT OF SCHOOL CARE PROGRAM,59.05263157894737
117,ADVENTURES CHILD CARE  4,OUT OF SCHOOL CARE PROGRAM,74.3076923076923
118,ADVENTURES CHILD CARE  4,OUT OF SCHOOL CARE PROGRAM,74.3076923076923
119,ADVENTURES CHILD CARE 1,OUT OF SCHOOL CARE PROGRAM,35.58163265306123
120,ADVENTURES CHILD CARE 1,OUT OF SCHOOL CARE PROGRAM,35.58163265306123
121,ADVENTURES CHILD CARE 1,OUT OF SCHOOL CARE PROGRAM,35.58163265306123
122,ADVENTURES CHILD CARE 2,OUT OF SCHOOL CARE PROGRAM,55.20967741935484
123,ADVENTURES CHILD CARE 2,OUT OF SCHOOL CARE PROGRAM,55.20967741935484
124,ADVENTURES CHILD CARE 6,DAY CARE PROGRAM,45.93103448275862
125,AKIDEMY EARLY LEARNING AND CARE,PRE-SCHOOL PROGRAM,125.77777777777777
126,AKIVA  ACADEMY,OUT OF SCHOOL CARE PROGRAM,71.84444444444445
127,ALADDIN AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,91.06451612903226
128,ALADDIN DAY CARE,OUT OF SCHOOL CARE PROGRAM,30.44859813084112
129,ALBERT PARK CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,67.05882352941177
130,ALEXANDER FERGUSON ELEMENTARY SCHOOL SOCIETY,OUT OF SCHOOL CARE PROGRAM,95.76470588235294
131,ALPHABEEZ CHILDCARE CENTRE INC.,OUT OF SCHOOL CARE PROGRAM,93.4
132,ALPINE MONTESSORI CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,21.549668874172184
133,AL-SALAM PRESCHOOL,PRE-SCHOOL PROGRAM,75.25
134,AL-SALAM PRESCHOOL,PRE-SCHOOL PROGRAM,75.25
135,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,29.72093023255814
136,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,29.72093023255814
137,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,29.72093023255814
138,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,29.72093023255814
139,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,29.72093023255814
140,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,29.72093023255814
141,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,29.72093023255814
142,ALTADORE DAYCARE,OUT OF SCHOOL CARE PROGRAM,29.72093023255814
143,APPLE TREE PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,123.28571428571429
144,ASPEN HILL MONTESSORI,OUT OF SCHOOL CARE PROGRAM,40.63953488372093
145,ASPEN HILL MONTESSORI,DAY CARE PROGRAM,40.63953488372093
146,ASPEN HILL MONTESSORI,OUT OF SCHOOL CARE PROGRAM,40.63953488372093
147,BAMBI CHILD CARE,OUT OF SCHOOL CARE PROGRAM,71.29787234042553
148,BCS - CHILD CARE PROGRAMS,OUT OF SCHOOL CARE PROGRAM,67.0
149,BEDDINGTON HEIGHTS BEFORE AND AFTER SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,108.63333333333334
150,BELFAST STUDENT CARE,OUT OF SCHOOL CARE PROGRAM,114.73333333333333
151,BEST CHOICE IN-SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,146.4
152,BIRDS AND BLOSSOMS DAYCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,68.0
153,BIRDS AND BLOSSOMS DAYCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,68.0
154,BLOSSOM HEIGHTS CHILD CARE CENTRE,DAY CARE PROGRAM,12.949367088607595
155,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
156,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
157,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,19.908536585365855
158,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,19.908536585365855
159,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,19.908536585365855
160,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
161,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
162,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
163,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
164,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
165,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,19.908536585365855
166,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,19.908536585365855
167,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
168,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
169,BLOSSOM HEIGHTS CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,19.908536585365855
170,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,45.064516129032256
171,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,45.064516129032256
172,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,45.064516129032256
173,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,45.064516129032256
174,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,DAY CARE PROGRAM,45.064516129032256
175,BONAVISTA MONTESSORI CHILDRENS CENTRE,DAY CARE PROGRAM,33.49038461538461
176,BOW TRAIL DAYCARE LTD.,OUT OF SCHOOL CARE PROGRAM,100.60606060606061
177,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,100.51515151515152
178,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,100.51515151515152
179,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,100.51515151515152
180,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,100.51515151515152
181,BOW VALLEY CHILD CARE CENTRE,DAY CARE PROGRAM,100.51515151515152
182,BOWMONT COMMUNITY PRE-SCHOOL,OUT OF SCHOOL CARE PROGRAM,115.16666666666667
183,BRAESIDE BEFORE AND AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,118.17241379310344
184,BRAESIDE BEFORE AND AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,118.17241379310344
185,BRAESIDE BEFORE AND AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,118.17241379310344
186,BRAINEER ACADEMY,OUT OF SCHOOL CARE PROGRAM,59.4
187,BRAINEER ACADEMY,OUT OF SCHOOL CARE PROGRAM,59.4
188,BRENTWOOD CHILDCARE CENTER,OUT OF SCHOOL CARE PROGRAM,38.353846153846156
189,BRENTWOOD CHILDCARE CENTER,OUT OF SCHOOL CARE PROGRAM,38.353846153846156
190,BRENTWOOD CHILDCARE CENTER,OUT OF SCHOOL CARE PROGRAM,38.353846153846156
191,BRIAR HILL CHILDREN'S PROGRAMS,OUT OF SCHOOL CARE PROGRAM,56.94915254237288
192,BRIAR HILL CHILDREN'S PROGRAMS-MAYLAND HEIGHTS,OUT OF SCHOOL CARE PROGRAM,68.06818181818181
193,BRIDGELAND DAY CARE AND AFTER SCHOOL PROGRAM,DAY CARE PROGRAM,40.733333333333334
194,BRIDLEWOOD CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,97.4
195,BRIDLEWOOD CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,97.4
196,BRIDLEWOOD CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,97.4
197,BRIDLEWOOD OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,136.32
198,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,53.078125
199,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,53.078125
200,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,53.078125
201,BRIGHT FUTURES DAYCARE SKYVIEW,OUT OF SCHOOL CARE PROGRAM,55.766666666666666
202,BRIGHT FUTURES DAYCARE SKYVIEW,OUT OF SCHOOL CARE PROGRAM,55.766666666666666
203,BRIGHT FUTURES OUT OF SCHOOL CARE SKYVIEW,OUT OF SCHOOL CARE PROGRAM,37.8
204,BRIGHT FUTURES PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,47.25
205,BRIGHT FUTURES PRESCHOOL & OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,117.0
206,BRIGHT FUTURES PRESCHOOL & OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,117.0
207,BRIGHT STARS PRESCHOOL,PRE-SCHOOL PROGRAM,72.9375
208,BRIGHT STARS PRESCHOOL,PRE-SCHOOL PROGRAM,72.9375
209,BRIGHT STARS PRESCHOOL,PRE-SCHOOL PROGRAM,72.9375
210,BRIGHTPATH ACADIA,OUT OF SCHOOL CARE PROGRAM,61.19298245614035
211,BRIGHTPATH BEDDINGTON,DAY CARE PROGRAM,52.07692307692308
212,BRIGHTPATH BEDDINGTON,DAY CARE PROGRAM,52.07692307692308
213,BRIGHTPATH BEDDINGTON,DAY CARE PROGRAM,52.07692307692308
214,BRIGHTPATH BOWNESS,OUT OF SCHOOL CARE PROGRAM,23.594405594405593
215,BRIGHTPATH BOWNESS,OUT OF SCHOOL CARE PROGRAM,23.594405594405593
216,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,18.956756756756757
217,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,18.956756756756757
218,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,18.956756756756757
219,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,18.956756756756757
220,BRIGHTPATH FALCONRIDGE,DAY CARE PROGRAM,23.95744680851064
221,BRIGHTPATH FALCONRIDGE,DAY CARE PROGRAM,23.95744680851064
222,BRIGHTPATH HIGHLAND PARK,DAY CARE PROGRAM,67.5
223,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,39.170731707317074
224,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,39.170731707317074
225,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,39.170731707317074
226,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,39.170731707317074
227,BRIGHTPATH MARLBOROUGH,DAY CARE PROGRAM,39.170731707317074
228,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,26.610687022900763
229,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,26.610687022900763
230,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,26.610687022900763
231,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,26.610687022900763
232,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,26.610687022900763
233,BRIGHTPATH MCKENZIE TOWNE,DAY CARE PROGRAM,26.610687022900763
234,BRIGHTPATH MIDNAPORE,OUT OF SCHOOL CARE PROGRAM,47.53521126760563
235,BRIGHTPATH MILLRISE,OUT OF SCHOOL CARE PROGRAM,53.8125
236,BRIGHTPATH MILLRISE,OUT OF SCHOOL CARE PROGRAM,53.8125
237,BRIGHTPATH RANCHLANDS,OUT OF SCHOOL CARE PROGRAM,63.7962962962963
238,BRIGHTPATH RANCHLANDS,OUT OF SCHOOL CARE PROGRAM,63.7962962962963
239,BRIGHTPATH RANCHLANDS,OUT OF SCHOOL CARE PROGRAM,63.7962962962963
240,BRIGHTPATH RUNDLE,DAY CARE PROGRAM,1.846674182638106
241,BRIGHTPATH RUNDLE,DAY CARE PROGRAM,1.846674182638106
242,BRIGHTPATH RUNDLE,DAY CARE PROGRAM,1.846674182638106
243,BRIGHTPATH RUNDLE,DAY CARE PROGRAM,1.846674182638106
244,BRIGHTPATH SOUTHWOOD,OUT OF SCHOOL CARE PROGRAM,70.3061224489796
245,BRIGHTPATH SOUTHWOOD EAST,OUT OF SCHOOL CARE PROGRAM,71.625
246,BRIGHTPATH WHITEHORN,DAY CARE PROGRAM,30.82882882882883
247,BRIGHTPATH WOODLANDS,OUT OF SCHOOL CARE PROGRAM,37.741573033707866
248,BRITANNIA MONTESSORI CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,55.152542372881356
249,CALGARY ABORIGINAL HEAD START,OUT OF SCHOOL CARE PROGRAM,80.11764705882354
250,CALGARY ARTS ACADEMY STUDENT CARE,OUT OF SCHOOL CARE PROGRAM,109.87096774193549
251,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,28.6144578313253
252,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,28.6144578313253
253,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,28.6144578313253
254,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,28.6144578313253
255,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,28.6144578313253
256,CALGARY CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,28.6144578313253
257,CALGARY DIVERSIFIED LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,76.83333333333333
258,CALGARY DIVERSIFIED LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,76.83333333333333
259,CALGARY DIVERSIFIED LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,76.83333333333333
260,CALGARY EARLY LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,73.69047619047619
261,CALGARY EARLY LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,73.69047619047619
262,CALGARY FRENCH & INTERNATIONAL SCHOOL CHILDCARE,DAY CARE PROGRAM,49.710144927536234
263,CALGARY FRENCH & INTERNATIONAL SCHOOL CHILDCARE,DAY CARE PROGRAM,49.710144927536234
264,CALGARY FRENCH & INTERNATIONAL SCHOOL CHILDCARE,DAY CARE PROGRAM,49.710144927536234
265,CALGARY IMMIGRANT WOMEN'S ASSOCIATION LINC CHILDMINDING PROGRAM,OUT OF SCHOOL CARE PROGRAM,135.44
266,CALGARY JCC CHILDCARE,OUT OF SCHOOL CARE PROGRAM,46.30952380952381
267,CALGARY KIDS MONTESSORI ACADEMY LTD.,DAY CARE PROGRAM,35.05
268,CALGARY KIDS MONTESSORI ACADEMY LTD.,OUT OF SCHOOL CARE PROGRAM,35.05
269,CALGARY KIDS MONTESSORI ACADEMY LTD.,OUT OF SCHOOL CARE PROGRAM,35.05
270,CALGARY MONTESSORI SCHOOL #3,OUT OF SCHOOL CARE PROGRAM,92.27777777777777
271,CALGARY MONTESSORI SCHOOL #4,OUT OF SCHOOL CARE PROGRAM,68.83333333333333
272,CALGARY MONTESSORI SCHOOL #4,OUT OF SCHOOL CARE PROGRAM,68.83333333333333
273,CALGARY MONTESSORI SCHOOL #4,OUT OF SCHOOL CARE PROGRAM,68.83333333333333
274,CALGARY WALDORF SCHOOL,OUT OF SCHOOL CARE PROGRAM,40.811764705882354
275,CALGARY WINTER CLUB PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,132.72
276,CAMPUS PRE-SCHOOL ASSOCIATION OF CALGARY,OUT OF SCHOOL CARE PROGRAM,71.91666666666667
277,CAMPUS PRE-SCHOOL ASSOCIATION OF CALGARY,OUT OF SCHOOL CARE PROGRAM,71.91666666666667
278,CAMPUS PRE-SCHOOL ASSOCIATION OF CALGARY,OUT OF SCHOOL CARE PROGRAM,71.91666666666667
279,CANCARE CHILDREN'S CENTRE I,OUT OF SCHOOL CARE PROGRAM,29.58974358974359
280,CANCARE CHILDREN'S CENTRE II,OUT OF SCHOOL CARE PROGRAM,33.59183673469388
