,Program Name,Type of Program,Program City,Postal Code,Capacity,Inspection Date,Inspection Reason,Non Compliance,Enforcement Action,Remedy Date,Program_Address,latitude,longitude
5431,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2022/11/30,INSPECTION,"DC - 27(3)(b)(i) - Ratios and maximum group size - Mixed age groups - During rest periods, maximum set out in subsection (2) for majority age of children",VARIATION OF LICENCE PROVISIONS,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5432,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2022/11/30,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",VARIATION OF LICENCE PROVISIONS,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5433,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2022/11/30,INSPECTION,14 - Menus - Provided by licence holder available to parents,VARIATION OF LICENCE PROVISIONS,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5434,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2022/11/30,INSPECTION,"DC - 27(2) - Ratios and maximum group size - During rest periods, minimum primary staff member to child ratio",VARIATION OF LICENCE PROVISIONS,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5435,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2022/11/30,INSPECTION,"DC - 28(1)(a) - Minimum staffing and general supervision - Seven or more children present two staff on duty, one is a primary staff member",VARIATION OF LICENCE PROVISIONS,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5436,CURIOSITY CORNER PRESCHOOL INC.,FACILITY-BASED PROGRAM,CALGARY,T3K4K4,24,2022/11/04,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,790 COVENTRY DRIVE NE,51.15834,-114.04365
5437,KIDS & COMPANY - BELTLINE,FACILITY-BASED PROGRAM,CALGARY,T2R1L9,48,2021/10/18,INSPECTION,DC - 27(6) - Ratios and maximum group size - Program supervisor included in primary staff member to children ratio,ORDER TO REMEDY,,333 11 AVENUE SW,51.04242,-114.06966
5438,KIDS & COMPANY - BELTLINE,FACILITY-BASED PROGRAM,CALGARY,T2R1L9,48,2021/10/18,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,333 11 AVENUE SW,51.04242,-114.06966
5439,SADDLERIDGE DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T3J0W8,112,2022/05/27,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,20 SADDLESTONE DRIVE NE,51.12908,-113.92824
5440,SADDLERIDGE DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T3J0W8,112,2022/05/27,INSPECTION,20(c)(ii) - Furnishings and equipment - Infants provided with a bed type approved by the Statutory Director,ORDER TO REMEDY,,20 SADDLESTONE DRIVE NE,51.12908,-113.92824
5441,SADDLERIDGE DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T3J0W8,112,2022/05/27,INSPECTION,"DC - 20(c)(i) - Furnishings and equipment - Infants provided with a separate crib, cradle or bassinet",ORDER TO REMEDY,,20 SADDLESTONE DRIVE NE,51.12908,-113.92824
5442,ACTIVE START COUNTRY HILLS,FACILITY-BASED PROGRAM,CALGARY,T3K5P4,522,2021/12/17,INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,60 COUNTRY HILLS LANDING NW,51.14207,-114.0721
5443,LITTLE WORLDS LEARNING CENTER,FACILITY-BASED PROGRAM,CALGARY,T2H2K1,102,2022/03/29,VARIANCE REQUEST,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,6325 12 STREET SE,50.9961,-114.03631
5444,BRIGHT FUTURES PRESCHOOL & OUT OF SCHOOL CARE,FACILITY-BASED PROGRAM,CALGARY,T3N0E4,26,2023/03/01,INSPECTION,24(b) - Portable record - Telephone numbers of local emergency response and poison control,NOTICE OF NON-COMPLIANCE,,55 SKYVIEW RANCH ROAD NE,51.16452,-113.96225
5445,CHRIST CHURCH PRESCHOOL CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2T3A7,20,2022/06/20,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,3602 8 STREET SW,51.02268,-114.08344
5446,GOOD START DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2P1A6,85,2022/11/22,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,909 7 AVENUE SW,51.04691,-114.08182
5447,GOOD START DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2P1A6,85,2022/11/22,INSPECTION,4(2) - Off-site activity and emergency evacuation - Staff member takes portable record,ORDER TO REMEDY,,909 7 AVENUE SW,51.04691,-114.08182
5448,GOOD START DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2P1A6,85,2022/11/22,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,,909 7 AVENUE SW,51.04691,-114.08182
5449,GOOD START DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2P1A6,85,2022/11/22,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,909 7 AVENUE SW,51.04691,-114.08182
5450,GOOD START DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2P1A6,85,2022/11/22,INSPECTION,DC - 27(1)(a) - Ratios and maximum group size - Minimum primary staff member to child ratio,ORDER TO REMEDY,,909 7 AVENUE SW,51.04691,-114.08182
5451,GOOD START DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2P1A6,85,2022/11/22,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,909 7 AVENUE SW,51.04691,-114.08182
5452,GOOD START DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2P1A6,85,2022/11/22,INSPECTION,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,909 7 AVENUE SW,51.04691,-114.08182
5453,FLEDGLINGS EDUCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2W3P5,66,2022/04/14,COMPLAINT INVESTIGATION,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,,1110 CANTERBURY DRIVE SW,50.93688,-114.08028
5454,FLEDGLINGS EDUCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2W3P5,66,2022/04/14,COMPLAINT INVESTIGATION,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,1110 CANTERBURY DRIVE SW,50.93688,-114.08028
5455,FAMILY FIRST CREATIVE LEARNING CENTRE INC.,FACILITY-BASED PROGRAM,CALGARY,T2R1P6,85,2022/04/06,INSPECTION,6(b) - Notice of changes - Statutory director approval of changes to program plan,ORDER TO REMEDY,,555 11 AVENUE SW,51.04255,-114.07344
5456,HAWKWOOD CHILD CARE CENTRE LIMITED,FACILITY-BASED PROGRAM,CALGARY,T3G3K2,66,2021/11/09,INSPECTION,10(1)(a) - Medication - Written consent of child's parent,ORDER TO REMEDY,,555 HAWKWOOD BOULEVARD NW,51.12991,-114.1777
5457,FUELING BRAINS ACADEMY MCKNIGHT,FACILITY-BASED PROGRAM,CALGARY,T2K5X4,214,2022/06/21,INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,5220 4 STREET NE,51.09818,-114.05355
5458,ALEXANDER FERGUSON ELEMENTARY SCHOOL SOCIETY,FACILITY-BASED PROGRAM,CALGARY,T3C1K5,126,2023/03/24,INSPECTION,10(1)(a) - Medication - Written consent of child's parent,ORDER TO REMEDY,,1704 26 STREET SW,51.03896,-114.12348
5459,LITTLE STEPS CHILDCARE,FACILITY-BASED PROGRAM,CALGARY,T2C4E4,34,2022/06/23,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,,8338 18 STREET SE,50.97726,-114.0155
5460,THE IMAGINATION TREE CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2H2A7,81,2022/03/07,FOLLOW UP TO ENFORCEMENT ACTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,6712 FISHER STREET SE,50.99334,-114.06948
5461,TRICO CENTRE OUT OF SCHOOL CARE PROGRAM,FACILITY-BASED PROGRAM,CALGARY,T2J6R9,150,2022/12/01,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,,11150 BONAVENTURE DRIVE SE,50.9523,-114.05978
5462,HORIZON ACADEMY CHILDCARE,FACILITY-BASED PROGRAM,CALGARY,T2J4H9,91,2022/09/13,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,199 QUEEN CHARLOTTE WAY SE,50.93429,-114.02243
5463,HORIZON ACADEMY CHILDCARE,FACILITY-BASED PROGRAM,CALGARY,T2J4H9,91,2022/09/13,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,199 QUEEN CHARLOTTE WAY SE,50.93429,-114.02243
5464,WILLOWBRAE CHILDCARE ACADEMY CORNERSTONE,FACILITY-BASED PROGRAM,CALGARY,T3N1W6,180,2022/07/11,INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,75 CORNER MEADOWS PARK NE,51.15142,-113.93441
5465,WILLOWBRAE ACADEMY EAST HILLS,FACILITY-BASED PROGRAM,CALGARY,T2A7A7,184,2023/02/15,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,250 EAST HILLS SQUARE SE,51.04143,-113.91126
5466,"THE BLOSSOMS DAYCARE, PRESCHOOL, OUT OF SCHOOL PROG (TEMPLE LOCATION)",FACILITY-BASED PROGRAM,CALGARY,T1Y4G3,124,2022/12/13,INSPECTION,DC - 27(1)(a) - Ratios and maximum group size - Minimum primary staff member to child ratio,ORDER TO REMEDY,,4427 58 STREET NE,51.09217,-113.94892
5467,BLOSSOM HEIGHTS CHILD CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2C0P1,24,2022/03/02,INSPECTION,9(b) - Duty to post - Report,ORDER TO REMEDY,,6615 19 STREET SE,50.99534,-114.0137
5468,RICHMOND CHILD CARE ASSOCIATION,FACILITY-BASED PROGRAM,CALGARY,T2T5G5,145,2022/05/02,INCIDENT REPORT,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,,2701 22 STREET SW,51.0297,-114.11454
5469,RICHMOND CHILD CARE ASSOCIATION,FACILITY-BASED PROGRAM,CALGARY,T2T5G5,145,2022/05/02,INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,2701 22 STREET SW,51.0297,-114.11454
5470,"THE BLOSSOMS DAYCARE, PRESCHOOL, OUT OF SCHOOL PROG (TEMPLE LOCATION)",FACILITY-BASED PROGRAM,CALGARY,T1Y4G3,124,2022/12/13,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,4427 58 STREET NE,51.09217,-113.94892
5471,PREFERRED CHILD CARE LTD.,FACILITY-BASED PROGRAM,CALGARY,T2V4W5,71,2023/02/07,INSPECTION,5(2) - Emergency and safety contacts and procedures  - Emergency after hours number and evacuation procedures posted on premises,NOTICE OF NON-COMPLIANCE,,3109 PALLISER DRIVE SW,50.9703,-114.13059
5472,PREFERRED CHILD CARE LTD.,FACILITY-BASED PROGRAM,CALGARY,T2V4W5,71,2023/02/07,INSPECTION,22(1)(g) - Children's records - Other information about the child including allergies and immunizations,NOTICE OF NON-COMPLIANCE,,3109 PALLISER DRIVE SW,50.9703,-114.13059
5473,SUMMIT KIDS - BONDAR,FACILITY-BASED PROGRAM,CALGARY,T3H5B1,150,2022/10/03,CRITICAL INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,1580 STRATHCONA DRIVE SW,51.05072,-114.20553
5474,SUMMIT KIDS - BONDAR,FACILITY-BASED PROGRAM,CALGARY,T3H5B1,150,2022/10/03,CRITICAL INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,1580 STRATHCONA DRIVE SW,51.05072,-114.20553
5475,FUELING BRAINS ACADEMY MCKNIGHT,FACILITY-BASED PROGRAM,CALGARY,T2K5X4,214,2022/06/21,INCIDENT REPORT,20(a)(i) -  Furnishings and equipment - Indoor and outdoor furnishings safe and in good repair,ORDER TO REMEDY,,5220 4 STREET NE,51.09818,-114.05355
5476,SKYVIEW EARLY LEARNING VILLAGE,FACILITY-BASED PROGRAM,CALGARY,T3N1S3,60,2022/10/12,COMPLAINT INVESTIGATION,3(1)(a)(ii) - Child  guidance methods - Communicated to staff,ORDER TO REMEDY,,120 SKYVIEW RANCH DRIVE NE,51.16192,-113.96035
5477,KIDS' STOP CHILDREN'S CENTRE - AUBURN BAY OSC,FACILITY-BASED PROGRAM,CALGARY,T3M2G5,67,2022/04/28,INSPECTION,25(3)  - Core requirements - One staff member with first aid on duty at all times,ORDER TO REMEDY,,100 AUBURN MEADOWS DRIVE SE,50.8941,-113.94502
5478,ALEXANDER FERGUSON ELEMENTARY SCHOOL SOCIETY,FACILITY-BASED PROGRAM,CALGARY,T3C1K5,126,2023/03/24,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,,1704 26 STREET SW,51.03896,-114.12348
5479,FOOTHILLS ALLIANCE PRESCHOOL SOCIETY,FACILITY-BASED PROGRAM,CALGARY,T3A4K4,48,2023/03/14,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,,333 EDGEPARK BOULEVARD NW,51.13658,-114.15728
5480,LEARN AND PLAY PRESCHOOL ACADEMY,FACILITY-BASED PROGRAM,CALGARY,T3K6G4,24,2023/03/09,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,178 96 AVENUE NE,51.14185,-114.06636
5481,MONKEY VILLE CHILD CARE,FACILITY-BASED PROGRAM,CALGARY,T3G1Y9,68,2022/08/11,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,7750 RANCHVIEW DRIVE NW,51.12027,-114.18039
5482,MONKEY VILLE CHILD CARE,FACILITY-BASED PROGRAM,CALGARY,T3G1Y9,68,2022/08/11,INSPECTION,20(a)(i) -  Furnishings and equipment - Indoor and outdoor furnishings safe and in good repair,ORDER TO REMEDY,,7750 RANCHVIEW DRIVE NW,51.12027,-114.18039
5483,MONKEY VILLE CHILD CARE,FACILITY-BASED PROGRAM,CALGARY,T3G1Y9,68,2022/08/11,INSPECTION,OSC - 30.1(a) - Staff qualifications - One in every four of the primary staff certified at minimum as a Level 2 ECE,ORDER TO REMEDY,,7750 RANCHVIEW DRIVE NW,51.12027,-114.18039
5484,DISCOVERY CHILD CARE INC.,FACILITY-BASED PROGRAM,CALGARY,T2P1J5,46,2022/08/25,COMPLAINT INVESTIGATION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,1134 8 AVENUE SW,51.04639,-114.08798
5485,LES ANGES CHILD CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2E1N1,30,2022/08/17,INSPECTION,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,139 18 AVENUE NE,51.06869,-114.0602
5486,SUNVALLEY INFANT CARE,FACILITY-BASED PROGRAM,CALGARY,T2J4G4,24,2022/10/14,COMPLAINT INVESTIGATION,"3(2)(c) - Child guidance - Use of physical restraint, confinement or isolation",ORDER TO REMEDY,,539 QUEENSLAND DRIVE SE,50.93964,-114.02509
5487,SUNVALLEY INFANT CARE,FACILITY-BASED PROGRAM,CALGARY,T2J4G4,24,2022/10/14,COMPLAINT INVESTIGATION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,539 QUEENSLAND DRIVE SE,50.93964,-114.02509
5488,SUNVALLEY INFANT CARE,FACILITY-BASED PROGRAM,CALGARY,T2J4G4,24,2022/10/14,COMPLAINT INVESTIGATION,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,,539 QUEENSLAND DRIVE SE,50.93964,-114.02509
5489,FIRST STEPS KIDS PRESCHOOL AND YOUTH CENTRE (BEFORE & AFTER CARE),FACILITY-BASED PROGRAM,CALGARY,T3J0W8,50,2023/02/06,FOLLOW UP TO ENFORCEMENT ACTION,4(2) - Off-site activity and emergency evacuation - Staff member takes portable record,ORDER TO REMEDY,,20 SADDLESTONE DRIVE NE,51.12908,-113.92824
5490,FIRST STEPS KIDS PRESCHOOL AND YOUTH CENTRE (BEFORE & AFTER CARE),FACILITY-BASED PROGRAM,CALGARY,T3J0W8,50,2023/02/06,FOLLOW UP TO ENFORCEMENT ACTION,23(1)(a) - Administration records - Particulars of daily attendance of each child including arrival and departure,ORDER TO REMEDY,,20 SADDLESTONE DRIVE NE,51.12908,-113.92824
5491,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC. - VARSITY ACRES,FACILITY-BASED PROGRAM,CALGARY,T3A0H7,105,2022/09/27,CRITICAL INCIDENT REPORT,25(2)(a) - Core requirements - New staff/volunteer must provide criminal record check within 8 weeks of commencement,ORDER TO REMEDY,,4255 40 STREET NW,51.09118,-114.14683
5492,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC. - VARSITY ACRES,FACILITY-BASED PROGRAM,CALGARY,T3A0H7,105,2022/09/27,CRITICAL INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,4255 40 STREET NW,51.09118,-114.14683
5493,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC. - VARSITY ACRES,FACILITY-BASED PROGRAM,CALGARY,T3A0H7,105,2022/09/27,CRITICAL INCIDENT REPORT,7(2) - Incident reporting - Report each incident to director in manner required by statutory director,ORDER TO REMEDY,,4255 40 STREET NW,51.09118,-114.14683
5494,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC. - VARSITY ACRES,FACILITY-BASED PROGRAM,CALGARY,T3A0H7,105,2022/09/27,CRITICAL INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,4255 40 STREET NW,51.09118,-114.14683
5495,KINGS KIDS OUT OF SCHOOL CARE,FACILITY-BASED PROGRAM,CALGARY,T1Y5X3,88,2022/05/26,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,2640 RUNDLELAWN ROAD NE,51.07601,-113.97391
5496,VISTA KIDS TOWN CHILD CARE,FACILITY-BASED PROGRAM,CALGARY,T2P0V6,61,2021/10/28,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,912 6 AVENUE SW,51.04809,-114.0818
5497,CALGARY ABORIGINAL HEAD START,FACILITY-BASED PROGRAM,CALGARY,T2A6W2,20,2022/09/26,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,320 ABERGALE DRIVE NE,51.05673,-113.92941
5498,ACTIVE START COUNTRY HILLS,FACILITY-BASED PROGRAM,CALGARY,T3K5P4,522,2021/12/17,INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,60 COUNTRY HILLS LANDING NW,51.14207,-114.0721
5499,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,FACILITY-BASED PROGRAM,CALGARY,T3K4L2,62,2022/02/10,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,66 SANDARAC DRIVE NW,51.13363,-114.09943
5500,ACTIVE START COUNTRY HILLS,FACILITY-BASED PROGRAM,CALGARY,T3K5P4,522,2022/07/26,INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,60 COUNTRY HILLS LANDING NW,51.14207,-114.0721
5501,GREAT JOURNEYS LEARNING CENTER,FACILITY-BASED PROGRAM,CALGARY,T2L1L1,64,2022/07/05,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,4039 BRENTWOOD ROAD NW,51.08888,-114.13276
5502,GREAT JOURNEYS LEARNING CENTER,FACILITY-BASED PROGRAM,CALGARY,T2L1L1,64,2022/07/05,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,,4039 BRENTWOOD ROAD NW,51.08888,-114.13276
5503,KALEIDOSCOPE KIDS PRESCHOOL TUSCANY MARKET,FACILITY-BASED PROGRAM,CALGARY,T3L2V7,48,2023/03/02,INSPECTION,23(1)(c)(i) - Administration records - Evidence of staff certification of primary staff and supervisor,ORDER TO REMEDY,,11300 TUSCANY BOULEVARD NW,51.12358,-114.24784
5504,KALEIDOSCOPE KIDS PRESCHOOL TUSCANY MARKET,FACILITY-BASED PROGRAM,CALGARY,T3L2V7,48,2023/03/02,INSPECTION,23(1)(d) - Administration records  - Verification of current criminal record check for staff members and volunteer with unsupervised access,ORDER TO REMEDY,,11300 TUSCANY BOULEVARD NW,51.12358,-114.24784
5505,KIDS' STOP CHILDREN'S CENTRE - AUBURN BAY OSC,FACILITY-BASED PROGRAM,CALGARY,T3M2G5,67,2022/04/20,CRITICAL INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,100 AUBURN MEADOWS DRIVE SE,50.8941,-113.94502
5506,KIDS' STOP CHILDREN'S CENTRE - AUBURN BAY OSC,FACILITY-BASED PROGRAM,CALGARY,T3M2G5,67,2022/04/20,CRITICAL INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,100 AUBURN MEADOWS DRIVE SE,50.8941,-113.94502
5507,FRANKLIN CHILDREN'S CENTRE SOCIETY,FACILITY-BASED PROGRAM,CALGARY,T2E7T8,35,2023/01/17,INSPECTION,20(a)(i) -  Furnishings and equipment - Indoor and outdoor furnishings safe and in good repair,NOTICE OF NON-COMPLIANCE,,1925 18 AVENUE NE,51.06869,-114.01566
5508,EDUCENTRE EARLY LEARNING,FACILITY-BASED PROGRAM,CALGARY,T2K3T4,70,2022/12/12,INSPECTION,24(a) - Portable record - For child as per s.22,NOTICE OF NON-COMPLIANCE,,6311 TREGILLUS STREET NW,51.10865,-114.06672
5509,WE CAMPERS OUTDOOR & SPORT CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2H2S6,148,2022/08/29,INSPECTION,4(1)(a) - Off-site activity and emergency evacuation - Parent advised of the activity,ORDER TO REMEDY,,7245 12 STREET SE,50.98986,-114.03715
5510,ADVENTURERS SCHOOL AGE CARE LTD: CAPITOL HILL,FACILITY-BASED PROGRAM,CALGARY,T2M3T4,70,2022/06/23,INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,2210 18 STREET NW,51.07164,-114.10439
5511,KINDERVALLEY MONTESSORI ACADEMY & DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2T4H4,70,2022/03/04,INSPECTION,DC - 27(1)(b) - Ratios and maximum group size - Maximum number of children in the group,ORDER TO REMEDY,,4002 16 STREET SW,51.0191,-114.10031
5512,KINDERVALLEY MONTESSORI ACADEMY & DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2T4H4,70,2022/03/04,INSPECTION,DC - 27(1)(a) - Ratios and maximum group size - Minimum primary staff member to child ratio,ORDER TO REMEDY,,4002 16 STREET SW,51.0191,-114.10031
5513,KINDERVALLEY MONTESSORI ACADEMY & DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2T4H4,70,2022/03/04,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,,4002 16 STREET SW,51.0191,-114.10031
5514,KIDKO CHILD DEVELOPMENT CENTRE-CANCELLED,FACILITY-BASED PROGRAM,CALGARY,T2G2G1,64,2022/01/13,INSPECTION,20(a)(i) -  Furnishings and equipment - Indoor and outdoor furnishings safe and in good repair,ORDER TO REMEDY,,611 7 AVENUE SE,51.04599,-114.04975
5515,KIDKO CHILD DEVELOPMENT CENTRE-CANCELLED,FACILITY-BASED PROGRAM,CALGARY,T2G2G1,64,2022/01/13,INSPECTION,23(1)(a) - Administration records - Particulars of daily attendance of each child including arrival and departure,ORDER TO REMEDY,,611 7 AVENUE SE,51.04599,-114.04975
